date,ISR,q50,q_up,q_down
2020-09-23,540.055638748933,36.90557759049325,87.58636157817054,20.88912498388787
2020-09-24,581.619015007945,42.117933829320904,87.13506605508276,21.13314075780298
2020-09-25,612.6889800246477,42.999592961621374,87.96653610254992,21.420117055294696
2020-09-26,686.3795522074823,42.999592961621374,90.02825179245342,20.78258288541789
2020-09-27,680.4779946065445,42.999592961621374,88.08351287928203,21.396932817798145
2020-09-28,668.0436967735521,37.784996837255825,91.98407655607879,22.461480146791573
2020-09-29,687.2316487594894,42.08440239405526,91.2083700432007,22.440859095474803
2020-09-30,643.8694020017957,43.153874006049406,93.19622559240686,23.86543005727499
2020-10-01,652.8795340609817,46.19561794146132,93.80540713167973,24.389548444909558
2020-10-02,647.2935677756019,46.88649038729655,95.10211948320888,25.19548786720664
2020-10-03,589.2563248444529,47.84801118392345,97.4632038426014,27.260119721964706
2020-10-04,564.1036969944661,49.6836417956657,106.36873711497024,30.62095640001515
2020-10-05,616.0973662326759,62.77849727748337,108.67369866781866,32.03997633074756
2020-10-06,632.7605876941478,63.20625508494994,111.0048529655858,32.233873844829546
2020-10-07,567.8592336496084,66.83055784782623,119.12460389039268,32.63745840684541
2020-10-08,502.51605176328763,68.16502865553514,125.41086267088835,33.38312084797435
2020-10-09,456.62907448112844,77.37133316597198,138.63819885484793,34.57360267135943
2020-10-10,401.30591686377977,83.85076355075148,147.07421881237448,37.73077297518117
2020-10-11,374.25974112044383,84.3633356400585,151.31415394570178,37.78252986540776
2020-10-12,342.7637278277376,83.564326206727,152.09189610165083,35.01007290691753
2020-10-13,309.68975795724054,83.40563922765185,168.79199530474995,34.413227589169665
2020-10-14,268.552429974232,92.06509870319631,192.80739471778895,33.96687781498167
2020-10-15,234.56324528861612,102.3593124983374,217.30173372026178,34.20683221084888
2020-10-16,221.51354439028546,113.34533536785852,228.95120450749837,35.69988178513379
2020-10-17,203.47750070613557,120.19363809224738,228.95120450749837,37.368474743595065
2020-10-18,199.07500185409896,126.13020951140219,228.95120450749837,37.76362381937907
2020-10-19,171.12939086142225,130.58994912431405,259.3969079698,37.93943003867816
2020-10-20,150.0636705479139,130.06355362901954,273.1249400236728,39.611268799273965
2020-10-21,139.41246364782535,137.41846846605122,287.9932445401009,42.734348707714496
2020-10-22,126.9623862490552,126.9623862490552,290.87043232251773,43.96387245797182
2020-10-23,109.57330476179956,109.57330476179956,303.3040072271588,43.79926408703573
2020-10-24,104.82365546264899,109.94387878125123,317.9393265233036,44.4464997224171
2020-10-25,107.8848912235633,122.02346528423818,323.9306803990293,44.71636786796538
2020-10-26,94.28290552300581,136.8528763570108,328.3552621053269,46.45351581791632
2020-10-27,87.76594485672943,142.18066146097053,331.68759199910374,50.59399595119811
2020-10-28,82.29043553179504,151.6822874297834,362.9473625344671,56.23039148747203
2020-10-29,76.79914664108273,168.2851062506078,393.22997185384025,62.24076587449398
2020-10-30,76.70446924641527,172.50540479043826,423.3169424995139,67.58332088518016
2020-10-31,79.0398449815458,178.684846501697,432.83279424225526,68.97238518795857
2020-11-01,78.8504901922109,183.266156735906,434.8754487317685,72.81902479565261
2020-11-02,75.5052222472942,191.12985522923907,447.30431997902053,71.92592464952092
2020-11-03,75.80503399707447,195.40508227771124,462.11661564006135,72.94353100329216
2020-11-04,75.45788354996047,221.6591174458454,475.2894185631878,75.45788354996047
2020-11-05,74.93715787928949,228.23723281589497,493.46836043893404,74.93715787928949
2020-11-06,74.17973872194985,234.14516401814953,466.4223466670843,74.17973872194985
2020-11-07,71.43409427659368,234.26201664227787,448.78051847678256,73.27519529637318
2020-11-08,67.82057371345256,237.61981116502525,486.6460704216635,73.07167402561893
2020-11-09,71.76546515792978,214.7191919018484,508.76444940489665,73.41087614354268
2020-11-10,65.21694536009758,238.10784271285547,525.7496951523983,73.15459009888917
2020-11-11,63.023585716968235,222.50629897077602,490.1098920360189,73.58424611492593
2020-11-12,67.78901458189674,226.24730136382667,509.9886112605725,74.29280165014443
2020-11-13,67.74167588456301,232.23586280015527,471.73809636643375,72.66463148411043
2020-11-14,69.27229376502018,235.96848673586757,464.69024556832386,73.10936314983269
2020-11-15,71.00804600059016,233.38231158040978,454.336337970924,72.53518838391601
2020-11-16,72.12839517082169,242.83384861762406,470.1784277731322,73.30534659574417
2020-11-17,76.9411627330839,243.35374980866968,480.11063467907155,76.9411627330839
2020-11-18,78.97672671843416,249.45925610351335,488.4187295347713,78.97672671843416
2020-11-19,77.16207665397464,248.2728149239476,469.6874648997992,77.16207665397464
2020-11-20,79.73414587577379,241.78071543576237,448.9746225907915,78.14372825895774
2020-11-21,79.81304370466333,234.76871475653147,435.4249157926559,75.65746831435159
2020-11-22,81.69081203223449,232.14254720176248,430.4174154542145,73.95177835235438
2020-11-23,82.73226337357649,227.00522176622556,429.7331386376468,71.42842820989942
2020-11-24,85.17809606915236,228.94359652514018,438.69184114714704,71.43596603474218
2020-11-25,88.11309530384342,226.14541110523663,420.2098262159374,72.09156399165246
2020-11-26,95.22967946968035,217.0451572137181,447.23146164105583,88.33914710169596
2020-11-27,95.52949121946062,213.99667846072234,455.9543026179296,84.91991189485682
2020-11-28,100.86298445239385,218.2404833733132,435.9368544349269,85.32060352065827
2020-11-29,105.40749939643162,221.6738151910876,417.71526679432156,81.82122998865881
2020-11-30,108.05846644712031,216.9840829617363,402.19457759478894,79.25680358352946
2020-12-01,113.48663707472097,223.62092441118355,356.23013311451643,82.11230634447865
